Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-01 00:00:00+05:30,300.8577269872421,309.7713959062979,298.52319602012864,308.07354736328125,2460188,0.0,0.0
2015-01-02 00:00:00+05:30,308.83760695440924,311.5541649305102,307.3095574655667,309.8987731933594,2795887,0.0,0.0
2015-01-05 00:00:00+05:30,310.9174495337549,310.9174495337549,301.87643831485207,303.0224609375,1605267,0.0,0.0
2015-01-06 00:00:00+05:30,302.3008994081074,302.3008994081074,295.7641895233898,300.6455078125,3916948,0.0,0.0
2015-01-07 00:00:00+05:30,298.77781975439683,303.9138218266798,297.54691203109815,301.3670349121094,4899318,0.0,0.0
2015-01-08 00:00:00+05:30,302.6828842981118,308.1159702896322,299.7965277214001,306.5879211425781,7096620,0.0,0.0
2015-01-09 00:00:00+05:30,307.7340057094252,309.77142414678764,300.475727678571,302.0462341308594,3831782,0.0,0.0
2015-01-12 00:00:00+05:30,301.9613379879476,301.9613379879476,294.6606032235141,296.2311096191406,2276975,0.0,0.0
2015-01-13 00:00:00+05:30,297.0375726664163,299.07499090236047,292.2836255279716,293.9814453125,1604173,0.0,0.0
2015-01-14 00:00:00+05:30,294.5332571422539,295.594394456804,292.5807242398885,293.5569763183594,3415213,0.0,0.0
2015-01-15 00:00:00+05:30,293.81166241468026,299.32966271746227,291.4346745732054,296.5706481933594,4966049,0.0,0.0
2015-01-16 00:00:00+05:30,294.575652811483,298.8202590911346,287.8691737398167,291.0526428222656,9779165,0.0,0.0
2015-01-19 00:00:00+05:30,291.9440872201947,299.07502306749734,290.24623850763976,297.5045166015625,3385131,0.0,0.0
2015-01-20 00:00:00+05:30,297.5045309606272,303.0649606103694,295.4671124072253,301.2822265625,2891041,0.0,0.0
2015-01-21 00:00:00+05:30,301.36710174137835,314.10092415631385,300.9426467432995,313.25201416015625,5052826,0.0,0.0
2015-01-22 00:00:00+05:30,316.9447602491186,317.4541003946587,306.5879281628052,314.1008605957031,2502844,0.0,0.0
2015-01-23 00:00:00+05:30,316.60527203792526,329.16929589687635,315.7987902499951,326.07073974609375,6269436,0.0,0.0
2015-01-27 00:00:00+05:30,324.8821968133989,335.3239147910924,323.9483729514,334.644775390625,5268554,0.0,0.0
2015-01-28 00:00:00+05:30,334.220325981301,335.91817451056016,315.45916441019403,317.1570129394531,4490563,0.0,0.0
2015-01-29 00:00:00+05:30,318.17568736860227,323.0145192176664,308.20085349893617,319.02459716796875,7542171,0.0,0.0
2015-01-30 00:00:00+05:30,323.26922274278115,323.26922274278115,310.8325439715555,317.24188232421875,5409140,0.0,0.0
2015-02-02 00:00:00+05:30,314.1008956734241,316.9447956444366,302.64046803739313,305.0174560546875,4157252,0.0,0.0
2015-02-03 00:00:00+05:30,305.7389662757259,317.4965331700697,305.6965380349966,315.41668701171875,4242370,0.0,0.0
2015-02-04 00:00:00+05:30,318.3455077723173,320.29804086076416,309.8562934651775,313.20953369140625,5535031,0.0,0.0
2015-02-05 00:00:00+05:30,314.10085525383647,315.71381838722385,305.6540991614412,309.6015930175781,8259274,0.0,0.0
2015-02-06 00:00:00+05:30,309.7713652710978,314.1008570685512,304.76273412360206,312.6152648925781,3318996,0.0,0.0
2015-02-09 00:00:00+05:30,309.8562937113151,310.45054791182343,299.8814870143007,302.3009033203125,3030260,0.0,0.0
2015-02-10 00:00:00+05:30,301.6217264039766,307.1397265206496,299.6691935565492,302.34332275390625,6847286,0.0,0.0
2015-02-11 00:00:00+05:30,303.0224710144623,306.1634837600503,295.42465237405463,302.3009033203125,3489433,0.0,0.0
2015-02-12 00:00:00+05:30,304.7627519160011,305.484319551658,296.5282227477739,299.41455078125,4361948,0.0,0.0
2015-02-13 00:00:00+05:30,300.34832589536563,302.64042836939456,296.5282030143544,301.3670349121094,3377769,0.0,0.0
2015-02-16 00:00:00+05:30,299.66921416541726,310.23830322218714,298.8203042792814,306.7577209472656,2355833,0.0,0.0
2015-02-18 00:00:00+05:30,308.2008620041478,308.62531691554443,297.5469172482319,298.8202819824219,3408770,0.0,0.0
2015-02-19 00:00:00+05:30,301.32461895721684,304.253375161192,297.2922397143627,302.8102111816406,3057263,0.0,0.0
2015-02-20 00:00:00+05:30,301.36705212187405,304.5929498197351,295.6368531004193,296.5706481933594,4072136,0.0,0.0
2015-02-23 00:00:00+05:30,295.42469862948974,297.8865435703642,293.0477102007116,294.8304443359375,2410807,0.0,0.0
2015-02-24 00:00:00+05:30,293.8117220512187,296.99516340425106,288.71820438819503,290.37359619140625,7390936,0.0,0.0
2015-02-25 00:00:00+05:30,294.49079598630686,297.5469231507488,292.58072010170855,295.9339599609375,2882686,0.0,0.0
2015-02-26 00:00:00+05:30,297.1224453490952,299.32966271746227,293.939004642223,296.5706481933594,4571845,0.0,0.0
2015-02-27 00:00:00+05:30,296.2735791290544,303.9987691925763,294.8728431652026,301.5368957519531,3711112,0.0,0.0
2015-03-02 00:00:00+05:30,302.4706949764627,308.15846666517535,293.302369321638,296.3160400390625,4619840,0.0,0.0
2015-03-03 00:00:00+05:30,297.12246123492406,297.63183017232853,291.7742598647288,296.48577880859375,2293482,0.0,0.0
2015-03-04 00:00:00+05:30,298.8203066873106,304.25339324229674,296.5282327290185,298.1836242675781,3694564,0.0,0.0
2015-03-05 00:00:00+05:30,298.310994593344,298.73544957980437,292.0714258051783,295.3397521972656,3879220,0.0,0.0
2015-03-09 00:00:00+05:30,294.36348525039114,294.36348525039114,287.86923229712806,291.5620422363281,3823862,0.0,0.0
2015-03-10 00:00:00+05:30,290.37356559119024,324.54265057218583,289.2699711720154,312.3606262207031,12896222,0.0,0.0
