Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-01 00:00:00+05:30,216.99573862989809,217.7715438970791,215.63808637572177,217.23532104492188,3544940,0.0,0.0
2015-01-02 00:00:00+05:30,216.85886215263676,221.17138787632138,216.85886215263676,220.25868225097656,5900384,0.0,0.0
2015-01-05 00:00:00+05:30,221.33113996183891,221.45663421460475,217.931305540165,218.39907836914062,4796000,0.0,0.0
2015-01-06 00:00:00+05:30,217.68027916369562,218.2621261811353,213.92677470932165,214.99920654296875,8219680,0.0,0.0
2015-01-07 00:00:00+05:30,214.41736161491522,217.0756082661509,213.63015026516385,215.62669372558594,5746112,0.0,0.0
2015-01-08 00:00:00+05:30,217.73734145946173,221.0915375059701,216.35687695026266,220.156005859375,9525824,0.0,0.0
2015-01-09 00:00:00+05:30,221.99283043675973,223.612877344769,220.55530794097444,222.6203155517578,8985184,0.0,0.0
2015-01-12 00:00:00+05:30,221.1942277052341,222.3351098082593,220.07615767355605,220.6580047607422,4126412,0.0,0.0
2015-01-13 00:00:00+05:30,221.0915168488172,221.77604602182961,218.06817966801236,219.813720703125,5828348,0.0,0.0
2015-01-14 00:00:00+05:30,219.0607519980102,222.3921358239376,218.9808958280074,219.93923950195312,3685232,0.0,0.0
2015-01-15 00:00:00+05:30,225.8946572806769,227.7657067222978,221.50226116688597,226.61341857910156,11398476,0.0,0.0
2015-01-16 00:00:00+05:30,228.67839433416773,231.5762374434814,227.84554489082137,228.48443603515625,7821308,0.0,0.0
2015-01-19 00:00:00+05:30,231.19970629090162,232.7398967843273,228.84949247147478,229.21456909179688,4239492,0.0,0.0
2015-01-20 00:00:00+05:30,230.45817631654228,234.3371753238504,228.6327650189855,232.9567108154297,8505804,0.0,0.0
2015-01-21 00:00:00+05:30,234.42846328453206,235.6948257239506,232.363455508581,232.72854614257812,6740612,0.0,0.0
2015-01-22 00:00:00+05:30,233.88079266215482,235.59211553529252,232.40905220590014,233.02513122558594,6470680,0.0,0.0
2015-01-23 00:00:00+05:30,235.02168334110223,239.1288583897817,233.7439011188924,237.94235229492188,9987912,0.0,0.0
2015-01-27 00:00:00+05:30,237.98803199832065,245.91716345751684,237.5088670348098,245.0729217529297,9962400,0.0,0.0
2015-01-28 00:00:00+05:30,244.14878532914003,249.44246747709204,240.72613880583432,241.4905242919922,11364940,0.0,0.0
2015-01-29 00:00:00+05:30,245.2896515310627,251.13096231308904,242.09518165065816,249.85317993164062,20567616,0.0,0.0
2015-01-30 00:00:00+05:30,249.75048692927405,249.75048692927405,242.83673094624973,245.82583618164062,10570416,0.0,0.0
2015-02-02 00:00:00+05:30,243.8064728628299,249.39679442121957,240.12141859138288,246.7955780029297,5710352,0.0,0.0
2015-02-03 00:00:00+05:30,246.08823581034395,246.93247730915817,240.79455472107844,242.802490234375,10200688,0.0,0.0
2015-02-04 00:00:00+05:30,242.5515139429067,246.61306501677254,241.23949963888816,243.62393188476562,6197512,0.0,0.0
2015-02-05 00:00:00+05:30,245.28963236935016,249.3511834700081,244.2286065283884,245.63189697265625,8059148,0.0,0.0
2015-02-06 00:00:00+05:30,245.74598018173702,246.19091301557077,239.59663740868004,240.3838348388672,6903120,0.0,0.0
2015-02-09 00:00:00+05:30,238.90071684768697,239.98455486585937,236.04851153670694,237.3262939453125,5231896,0.0,0.0
2015-02-10 00:00:00+05:30,235.0216991871086,242.39180827391687,235.0216991871086,240.60060119628906,9275752,0.0,0.0
2015-02-11 00:00:00+05:30,241.41064647093515,242.9622572305113,240.26976439876626,241.50192260742188,4161588,0.0,0.0
2015-02-12 00:00:00+05:30,243.03066356576022,246.86403799841878,240.20127080389918,245.51779174804688,5525740,0.0,0.0
2015-02-13 00:00:00+05:30,246.70432412974546,246.8868763997483,242.68842487177508,243.1904296875,7714500,0.0,0.0
2015-02-16 00:00:00+05:30,245.47219231557895,247.57140414013358,242.4374349298543,243.58973693847656,7388716,0.0,0.0
2015-02-18 00:00:00+05:30,243.58970925734224,247.1036032791011,241.1938572314726,245.24398803710938,5381692,0.0,0.0
2015-02-19 00:00:00+05:30,245.06145343477897,247.54858176381504,242.7340652977739,246.3848876953125,4507004,0.0,0.0
2015-02-20 00:00:00+05:30,247.11500927258817,248.6894317998847,243.8064519000558,244.84466552734375,6206024,0.0,0.0
2015-02-23 00:00:00+05:30,245.76876519267606,246.78416676220488,242.32330753942844,243.57827758789062,5581564,0.0,0.0
2015-02-24 00:00:00+05:30,244.21722188315613,244.37693422815354,241.20527656988548,243.612548828125,5846288,0.0,0.0
2015-02-25 00:00:00+05:30,244.1487482993434,245.24400616211204,239.5852202937482,240.1442413330078,4648524,0.0,0.0
2015-02-26 00:00:00+05:30,240.41806655515936,240.95427551803306,236.18538324435917,236.88133239746094,12426944,0.0,0.0
2015-02-27 00:00:00+05:30,238.54699031470355,241.53612323801974,238.54699031470355,240.49790954589844,10261784,0.0,0.0
2015-03-02 00:00:00+05:30,246.5103700818961,250.76586554562624,243.69239709074506,247.0123748779297,14385232,0.0,0.0
2015-03-03 00:00:00+05:30,247.9022417909772,249.1686319685068,245.75740588655435,247.1949005126953,6029348,0.0,0.0
2015-03-04 00:00:00+05:30,252.13493202025728,253.11610172067634,241.8669936121925,243.0763397216797,12277624,0.0,0.0
2015-03-05 00:00:00+05:30,243.00789761528085,248.7123083574236,242.43745654106658,247.59423828125,9702452,0.0,0.0
2015-03-09 00:00:00+05:30,245.75738887400195,246.84122671275568,240.95426478399432,241.6387939453125,5755808,0.0,0.0
2015-03-10 00:00:00+05:30,242.32337039532663,242.38041450323513,238.44437105754832,240.1671142578125,5134836,0.0,0.0
2015-03-11 00:00:00+05:30,239.79058349732117,242.30052388859787,239.58521916732204,241.05694580078125,5465536,0.0,0.0
2015-03-12 00:00:00+05:30,241.88976618754597,242.75684754185727,239.83617884123495,240.63479614257812,7530836,0.0,0.0
2015-03-13 00:00:00+05:30,241.8669972764383,242.77970292653805,236.07131082759156,237.90814208984375,5426780,0.0,0.0
2015-03-16 00:00:00+05:30,238.44433725185732,241.38781837333474,237.87389625364713,239.93890380859375,5348772,0.0,0.0
2015-03-17 00:00:00+05:30,241.8669603830196,243.21320658227896,237.9537299344122,241.42202758789062,5369304,0.0,0.0
2015-03-18 00:00:00+05:30,241.9011966844578,244.58226917003674,240.31535411914825,242.677001953125,5148332,0.0,0.0
2015-03-19 00:00:00+05:30,244.37694709814423,245.01585221891258,239.28860176410433,240.08721923828125,5373572,0.0,0.0
2015-03-20 00:00:00+05:30,239.81338762970765,241.7528869587776,238.66108571042307,240.93145751953125,6483236,0.0,0.0
2015-03-23 00:00:00+05:30,240.942873837057,241.73009917950665,238.67252965338673,239.07183837890625,5446740,0.0,0.0
2015-03-24 00:00:00+05:30,238.05642875951355,241.18243402886972,236.2652218909244,236.83566284179688,8973564,0.0,0.0
2015-03-25 00:00:00+05:30,237.314874070215,238.83222483527138,235.27267859435102,235.99143981933594,10608900,0.0,0.0
2015-03-26 00:00:00+05:30,234.31437524930652,235.52369358371058,228.65558879574684,229.7622528076172,35800620,0.0,0.0
2015-03-27 00:00:00+05:30,231.58763042967666,233.5499418181651,230.02461379796495,231.51918029785156,10840896,0.0,0.0
2015-03-30 00:00:00+05:30,232.7399283753724,237.07527998236463,231.09705550736626,236.5961151123047,6955144,0.0,0.0
2015-03-31 00:00:00+05:30,237.28065511678096,237.28065511678096,231.5648248858951,233.35601806640625,5962256,0.0,0.0
2015-04-01 00:00:00+05:30,234.131777941236,236.58467402617262,231.14267293402568,235.76324462890625,3844196,0.0,0.0
2015-04-06 00:00:00+05:30,236.1625935060176,236.58471431017006,232.69430915419574,235.46664428710938,7151172,0.0,0.0
2015-04-07 00:00:00+05:30,235.76325811839973,236.89272012256933,233.57277031583723,235.649169921875,6197072,0.0,0.0
2015-04-08 00:00:00+05:30,237.31491040410177,237.86251156072623,235.0331460729381,236.28811645507812,4106144,0.0,0.0
2015-04-09 00:00:00+05:30,236.90413828453816,241.63879840435916,235.0216830561756,240.97708129882812,7002784,0.0,0.0
2015-04-10 00:00:00+05:30,240.2697623887637,240.2697623887637,236.1283549307228,237.90814208984375,6119324,0.0,0.0
2015-04-13 00:00:00+05:30,237.30349418614898,238.7410168788965,236.1169878566458,237.02969360351562,4563236,0.0,0.0
2015-04-15 00:00:00+05:30,237.30347614922573,239.28859985635503,233.92645400106002,235.39820861816406,4893996,0.0,0.0
2015-04-16 00:00:00+05:30,234.56533686912212,235.83172701796377,232.283572891796,234.94183349609375,5610120,0.0,0.0
2015-04-17 00:00:00+05:30,233.90362473534455,234.5311098424967,231.838631077164,232.3406219482422,4049012,0.0,0.0
2015-04-20 00:00:00+05:30,232.73995269972633,233.88083482080341,228.76967734766458,229.34011840820312,5188880,0.0,0.0
2015-04-21 00:00:00+05:30,229.3172536224335,231.46211708772367,227.1723901571433,228.86090087890625,6510744,0.0,0.0
2015-04-22 00:00:00+05:30,229.65955337127218,232.96811126882156,226.69326008381412,231.16551208496094,6765936,0.0,0.0
2015-04-23 00:00:00+05:30,232.75137356720262,233.69829743196723,229.5683094612063,231.25682067871094,9627828,0.0,0.0
